m,n,numRoombas,tiempo
3.0,3.0,1.0,8.047911882400513
3.0,3.0,2.0,5.042960166931152
3.0,3.0,3.0,4.050883054733276
4.0,4.0,1.0,14.069647073745728
4.0,4.0,2.0,8.04777979850769
4.0,4.0,3.0,6.057039976119995
5.0,5.0,1.0,20.087496995925903
5.0,5.0,2.0,11.060606956481934
5.0,5.0,3.0,9.060734987258911
